PLACE
Ottawa ON and Hull QC
Grand Forks BC
Wellington BC
Cranberry BC
Saint John River Basin NB
Fernie BC
Grand Forks BC
Frank AB
Carbonado BC
Edmonton AB
Calgary AB
Upper Arrow Lake BC
Toronto ON
Red River MB
Nova Scotia
Spences Bridge BC
Vancouver Island (BC)
Quebec City QC
Notre-Dame-de-la-Salette QC
Fernie BC
Chester NB
Burnaby and New Westminster BC
Prairie Provinces
Spanish River ON
Rogers Pass BC
St-Alphonse-de-Bagotville QC
Coucoucache QC
Cochrane ON
Regina SK
Eastern Canada
Lakes Huron, Erie and Ontario
Newfoundland coast
Prairie Provinces
Labrador
St. Lawrence River QC
Hillcrest AB
North Saskatchewan River AB and SK
Nanaimo BC
Wellington BC
Cooper Mine, Jane Camp BC
Northeastern New Brunswick
Ottawa ON
Winnipeg MB
Cochrane and Matheson ON
Quebec City QC
Fernie BC
Prairie Provinces
New Waterford NS
Northwestern British Columbia
Halifax and Dartmouth NS
Across Canada
Prairie Provinces
Pictou County NS
Trenton ON
British Columbia, off coast
Prairie Provinces
Prairie Provinces
Southwestern Ontario
Southeastern Saskatchewan
Icelandic River and Fisher River MB
Saint John River, between Simonds and Woodstock NB
Montreal QC
Canning NS
Waswanipi reserve QC
Southern Alberta
Grand Falls NL
Upper Gagetown and Burton NB
Lake St. Clair ON
Saskatchewan and Alberta
Montreal and Westmount QC
Winnipeg MB
Montreal QC
Winnipeg MB
Montreal QC
Emerson MB
Goulais River ON
Edmonton AB
Northern British Columbia
Whitedog Lake ON
Come by Chance NL
Duck Mountain and Swan River MB
Saint-Romuald QC
Linton QC
Sarnia ON
Lethbridge, Taber, Irma and Wainwright AB
Louiseville, Yamachiche and St.-Justin Region of Trois-Rivières QC
Central and Southern Alberta
Norman Wells NT
Ontario and Manitoba
Courtland ON
Lesser Slave Lake region AB
Calgary AB
Saguenay region QC
Saint-Basile-le-Grand QC
Prairie Provinces
Dundas ON
Sarnia ON
Albany and Attawapiskat River ON
Niagara Falls ON
Yukon to Ontario
Dryden ON
Montmartre SK
Liard River NT
Northern Manitoba
Radisson QC
Nova Scotia
Ottawa ON
Saint-Jacques QC
Sudbury ON
Southwestern British Columbia
Gulf of St. Lawrence QC
Saint-Léonard d'Aston QC
Ungava Peninsula QC
Newfoundland
Prairie Provinces
Calgary AB
Old Crow YT
Harrow ON
Winnipeg MB
British Columbia to Ontario
Banff AB
Hagersville ON
Vancouver Harbour BC
La Baie QC
Sainte-Anne des Plaines QC
Sarnia ON
St.-Amable QC
Western Alberta
Woodstock NB
Northumberland Strait (NS and PE)
Southern Ontario
Joe Rich and Southern British Columbia
Oka QC
Southwestern British Columbia
Madeleine Islands QC
Southern Alberta and Saskatchewan
Prairie Provinces
Cochrane ON
Bugaboo Glacier Provincial Park BC
Notre-Dame de Pierreville QC
Chaudière River QC
Niverville MB
Old Crow YT
Betsiamites, Ragueneau et Baie-Comeau QC
Red Deer AB
St. Lazare MB
Saudi Arabia
Sarnia ON
Off Cape Beale BC
Kinsella AB
Southern New Brunswick
Maskinongé QC
Southwestern British Columbia
Calgary AB
Jarvis ON
Near the North Pole NU
Canso NS
Vernon BC
Maritime Provinces
Northwestern British Columbia
Grand Coulee SK
Central Ontario
Haines AB
Prairie Provinces
Lethbridge AB
Corunna ON
Maritime Provinces
Montréal QC
Edmonton AB
Elmira ON
Port au Choix NL
Peace River AB
Sainte-Brigitte-de-Laval, about 40 km north of Québec City QC
Port-aux-Basques NL
Sarnia ON
Nanaimo BC
Hay River NT
Plymouth NS
Attawapiskat ON
Longlac ON
Prairies Provinces and Ontario
Toronto ON
Calgary AB
Oakville MB
Yukon Rivers YT
Yellowknife NT
Avalon and Burin Peninsulas and Bonavista, Trinity and Conception Bays NL
St. John's NL
Prince Edward Island and New Brunswick
Prairie Provinces
Eastern Canada
Upper Saint John River Valley NB
Shubenacadie NS
Saskatchewan
Quebec
Edmonton AB
Swan River MB
Truro NS
Winnipeg MB
Windsor ON
Quebec and Ontario
Kirkland Lake ON
Alberta to Maritimes
Montreal and area QC
Southern ON
Southern ON
Plaster Rock NB and Lower St. Lawrence Region QC
Southern Manitoba
Saskatchewan
Southern Alberta
British Columbia
Quebec
Edmonton AB
Sydney NS
Southwestern Manitoba
Aylmer QC
Salmon Arm BC
Southern Manitoba
Southern ON
Lethbridge AB
Montreal QC
Avalon area of Newfoundland and Labrador
Poplar Bay AB
Hervey Junction QC
Blanc Sablon QC
North Central Saskatchewan
Western MB
Southeastern British Columbia
Sahtu Region of the Northwest Territories
Southern Alberta
Southern Ontario
Southern Manitoba
Toronto ON
Burin Peninsula NL
Regina SK
Hamilton ON
Sudbury ON
Southern Ontario
Southwestern British Columbia
Sunny Valley AB
Grande Prairie AB
South Dumfries ON
Flat Bay NL
Grey County, Wellington and Dufferin County ON
Timmins and Dufferin County ON
Atikokan ON
Winnipeg MB
Red River, Souris River, Assiniboine River and Pembina River MB
Lesser Slave Lake area AB
Calgary AB
Calgary AB
Ottawa ON
Nechako River BC
Southwestern British Columbia
Southwest Alberta
Bay of Fundy NB
Durham ON
Southern British Columbia
South-Central Saskatchewan
Ontario and Quebec
Peace River AB
Assiniboine, Red and Winnipeg Rivers MB
Southern British Columbia
Timmins ON
Northwest of Matagami QC
Northwest Ontario
Iroquois Falls, Kirkland Lake, Timmins areas ON
Lesser Slave Lake area AB
Hamilton ON
Hummingbird Creek BC
Les Éboulements QC
Wood Buffalo National Park AB
Ontario, Quebec and New Brunswick
45 miles southwest of the islands of Saint-Pierre-et-Miquelon
Saint John River NB
Kangiqsualujjuaq QC
Southern Ontario
Quebec and New Brunswick
Eastern Ontario and Quebec
Swan Hills AB
Montréal QC
Northern Ontario
Portage la Prairie MB
Calgary AB
Tibbet Lake NT
British Columbia
Salmon Arm BC
Greater Vancouver Area, Southern BC
Peggy's Cove NS
Greater Vancouver Area, Southern BC
Barrie ON
Southern BC
Toronto ON
Taylor BC
Southern British Columbia
Terrace BC
British Columbia
East of Lake Winnipeg MB
Melita MB
Southeastern Saskatchewan
Thamesville ON
